@relation 'nyc_listings - cleaned-weka.filters.unsupervised.attribute.Remove-R1-4'

@attribute room_type {'Hotel room','Private room','Entire home/apt','Shared room'}
@attribute number_of_reviews numeric
@attribute days_since_last_review numeric
@attribute reviews_per_month numeric
@attribute calculated_host_listings_count numeric
@attribute availability_365 numeric
@attribute number_of_reviews_ltm numeric
@attribute dist_from_subway_in_miles numeric
@attribute dist_from_airport_in_miles numeric
@attribute dist_from_city_center numeric
@attribute price numeric

@data
'Entire home/apt',8,44807,0.43,1,291,5,0.26013,6.699221,1.512672,135
'Entire home/apt',9,44738,0.39,1,84,4,2.647344,2.419717,13.19383,271
'Entire home/apt',125,44808,5.61,15,147,75,0.180324,6.336337,1.020143,90
'Private room',32,44787,1.43,3,322,17,0.916869,1.040889,6.140894,49
'Entire home/apt',58,44795,2.63,5,95,34,0.249955,6.949538,6.276849,250
'Private room',2,44360,0.1,1,0,0,0.377981,4.080855,2.355903,45
'Entire home/apt',7,44786,0.37,6,86,3,0.270027,6.806371,0.503892,500
'Entire home/apt',1,44416,0.08,16,0,0,0.36032,5.048524,1.271435,150
'Entire home/apt',5,44710,0.23,109,320,3,0.294672,6.470578,0.556805,175
'Private room',0,44880,0,1,0,0,0.231181,6.324186,3.850842,65
'Private room',0,44880,0,1,0,0,0.136871,5.445733,5.23597,95
'Private room',2,44337,0.11,288,200,0,0.126527,9.291621,7.144534,37
'Entire home/apt',0,44880,0,1,0,0,0.232749,8.141628,5.864865,120
'Entire home/apt',6,44770,0.3,3,2,3,0.286865,6.74087,3.524929,550
'Entire home/apt',59,44805,2.88,2,13,44,0.610066,3.230038,5.713115,234
'Entire home/apt',0,44880,0,1,0,0,0.065398,8.457266,3.853459,110
'Private room',0,44880,0,158,0,0,0.30755,1.719443,5.868979,36
'Entire home/apt',3,44561,0.22,3,190,1,0.182485,4.174413,2.916622,140
'Private room',18,44810,0.81,1,290,14,0.097476,2.747347,3.883326,56
'Entire home/apt',37,44792,1.65,4,219,31,0.064622,4.818228,2.116838,560
'Private room',0,44880,0,2,251,0,0.291436,10.666917,8.013356,115
'Entire home/apt',6,44723,0.31,8,269,3,0.266004,5.48353,5.430459,85
'Entire home/apt',8,44780,0.54,3,306,5,0.272913,6.267698,0.74425,181
'Entire home/apt',119,44806,5.11,2,66,68,0.372634,2.793381,6.737126,193
'Private room',0,44880,0,158,0,0,0.298445,1.701082,5.967948,39
'Entire home/apt',3,44316,0.14,1,0,0,0.231803,9.18686,6.763532,115
'Entire home/apt',0,44880,0,1,325,0,0.265623,5.869434,5.180126,250
'Entire home/apt',138,44806,6.18,15,161,79,0.180006,5.86217,1.638935,90
'Private room',30,44780,1.31,2,68,9,0.287592,6.782858,3.557991,156
'Entire home/apt',3,44503,0.21,1,64,1,0.192628,7.638322,5.738031,90
'Private room',14,44731,0.64,1,24,5,0.023006,5.303833,5.811551,55
'Entire home/apt',91,44790,3.98,3,175,52,0.165497,8.99326,8.979304,245
'Entire home/apt',6,44773,0.27,2,0,2,0.116433,5.829906,4.143167,249
'Entire home/apt',93,44802,4.41,1,7,47,0.115498,3.094223,4.211538,211
'Entire home/apt',43,44773,2.9,1,11,30,0.302043,7.816002,6.210654,100
'Entire home/apt',58,44801,3.43,1,71,30,0.092743,4.087262,15.001603,226
'Private room',25,44808,1.32,1,259,16,0.0703,8.933265,6.770159,110
'Entire home/apt',1,44206,0.05,1,0,0,0.089109,5.830414,3.847402,125
'Entire home/apt',0,44880,0,1,0,0,0.102262,8.734902,4.787822,70
'Private room',4,44420,0.2,1,319,0,0.502373,6.729214,0.67932,59
'Private room',43,44787,1.93,26,27,7,0.052619,6.683575,0.912866,351
'Entire home/apt',3,44506,0.17,1,96,1,0.117238,9.166787,7.758132,110
'Entire home/apt',5,44769,0.23,116,311,2,0.446996,6.212629,1.286286,175
'Entire home/apt',5,44770,0.35,3,77,3,0.398652,2.938198,6.948164,280
'Entire home/apt',97,44801,4.3,5,309,48,0.388335,5.449407,3.588273,150
'Entire home/apt',1,44242,0.05,2,0,0,0.178031,5.867006,2.254616,69
'Entire home/apt',11,44809,0.49,3,3,10,0.191544,8.765266,5.082974,384
'Private room',6,44181,0.27,1,0,0,0.189583,6.31107,5.10078,55
'Entire home/apt',4,44227,0.19,2,0,0,0.239712,5.947664,2.116646,72
'Private room',0,44880,0,175,0,0,0.160853,6.61055,8.146539,35
'Private room',0,44880,0,1,0,0,0.237112,8.05886,6.550927,45
'Entire home/apt',50,44745,2.3,1,84,41,0.220478,5.723741,2.730038,169
'Private room',56,44809,5.77,2,218,56,0.101202,6.764333,6.308723,85
'Entire home/apt',14,44760,0.62,2,109,7,0.31365,9.769171,8.140155,125
'Entire home/apt',2,44557,0.09,1,0,1,0.227027,6.22614,0.651844,305
'Entire home/apt',13,44759,1.02,1,0,11,0.051282,8.2307,5.2219,175
'Private room',0,44880,0,1,0,0,0.104974,6.60574,5.393346,75
'Entire home/apt',2,44193,0.09,1,0,0,0.054508,8.756002,3.812546,192
'Entire home/apt',0,44880,0,12,265,0,0.538987,5.867246,1.202098,220
'Private room',0,44880,0,288,94,0,0.090302,5.956131,5.356574,34
'Private room',0,44880,0,5,0,0,0.109101,5.146994,5.047449,114
'Entire home/apt',2,44713,0.26,1,234,2,0.249662,9.823334,8.19545,72
'Entire home/apt',7,44788,0.37,3,155,5,0.424188,6.451919,1.503872,260
'Entire home/apt',44,44789,2.05,2,246,33,0.127312,3.999538,2.597666,184
'Private room',1,44166,0.05,288,311,0,0.180161,8.784669,5.837998,35
'Entire home/apt',45,44808,2,2,90,6,0.457135,3.64148,10.428694,300
'Private room',2,44461,0.1,10,31,1,0.560256,7.213713,5.34526,52
'Entire home/apt',1,44469,0.09,2,364,1,0.318194,2.434232,3.958538,210
'Private room',0,44880,0,2,0,0,0.155429,2.854598,6.19,105
'Entire home/apt',21,44803,0.91,1,331,11,0.374775,9.570348,8.843797,146
'Entire home/apt',1,44144,0.04,1,0,0,0.254416,3.810278,4.615497,90
'Entire home/apt',15,44740,0.98,1,89,9,2.793026,3.587031,13.977669,85
'Private room',0,44880,0,1,0,0,0.354839,7.018809,2.203173,70
'Private room',3,44240,0.14,1,341,0,0.10734,6.140908,5.239733,60
'Entire home/apt',26,44738,2.36,1,0,26,0.207129,7.281013,4.947488,349
'Private room',0,44880,0,1,365,0,0.029697,3.614737,10.306138,180
'Private room',3,44744,0.13,1,365,1,0.26507,6.35812,8.381667,60
'Private room',0,44880,0,1,0,0,0.172468,6.899323,4.681116,100
'Private room',2,44607,0.21,10,20,2,0.401641,7.152097,5.187465,50
'Private room',68,44782,3,1,34,41,0.280634,5.841188,3.398228,100
'Entire home/apt',114,44805,5.1,15,170,61,0.220573,6.345443,1.100967,80
'Private room',45,44793,1.98,26,26,21,0.116222,6.68101,0.772794,399
'Private room',66,44804,2.92,3,318,41,0.271252,6.052834,5.827991,38
'Private room',0,44880,0,1,0,0,0.180497,2.851491,3.718016,60
'Entire home/apt',0,44880,0,453,168,0,0.110335,6.073791,0.492837,444
'Entire home/apt',1,44380,0.07,453,248,0,0.110335,6.073791,0.492837,293
'Entire home/apt',0,44880,0,453,339,0,0.110335,6.073791,0.492837,277
'Entire home/apt',0,44880,0,453,313,0,0.110335,6.073791,0.492837,302
'Entire home/apt',77,44802,3.41,4,320,27,0.097812,4.794554,3.619358,210
'Entire home/apt',2,44738,0.13,1,149,1,1.287995,4.498683,9.425128,185
'Private room',0,44880,0,10,341,0,0.549522,7.190353,5.329308,51
'Private room',2,44554,0.11,10,1,1,0.541245,7.149819,5.309034,51
'Private room',1,44216,0.05,10,31,0,0.510574,7.23864,5.30616,51
'Private room',0,44880,0,1,0,0,0.070111,6.278166,0.091498,120
'Private room',62,44711,2.81,101,75,16,0.176305,8.756032,3.715091,407
'Entire home/apt',55,44787,2.5,1,171,31,1.493278,2.847871,9.132159,421
'Private room',6,44785,0.67,4,355,6,0.52094,7.098772,8.334942,95
'Private room',0,44880,0,1,0,0,0.205282,6.102289,8.943185,45
'Entire home/apt',1,44391,0.07,131,319,0,0.092281,4.633272,1.750841,210
'Entire home/apt',17,44751,0.82,2,164,8,0.079718,10.758382,10.362531,151
'Private room',0,44880,0,175,0,0,0.140644,2.488116,5.18559,28
'Entire home/apt',16,44738,0.77,53,41,9,0.026655,7.757434,2.754113,167
'Entire home/apt',44,44790,2.16,2,308,33,0.136891,7.422543,2.580831,227
'Private room',44,44792,1.93,3,36,30,0.099725,5.370719,3.35332,136
'Private room',0,44880,0,1,0,0,0.37527,7.308008,5.647974,50
'Entire home/apt',151,44805,6.56,1,135,98,0.419029,4.026391,7.596189,128
'Private room',0,44880,0,2,0,0,0.123324,6.141048,5.116566,60
'Private room',2,44513,0.17,10,31,2,0.452851,7.090555,5.209384,50
'Private room',1,44301,0.06,10,281,0,0.424279,7.131644,5.200696,50
'Private room',2,44807,2,2,352,2,0.365543,10.623894,8.055765,89
'Entire home/apt',9,44288,0.43,158,0,0,0.184694,2.309741,4.952024,100
'Private room',1,44227,0.05,288,261,0,0.260965,9.234339,7.013123,39
'Private room',0,44880,0,1,10,0,0.200792,8.18424,5.378115,135
'Private room',0,44880,0,1,0,0,0.519697,6.945023,0.76868,70
'Entire home/apt',0,44880,0,3,88,0,0.151763,7.880236,2.054962,399
'Entire home/apt',42,44782,1.99,3,293,21,0.333335,6.678659,7.201266,135
'Private room',54,44792,2.47,9,321,31,0.317583,6.93528,4.995981,300
'Entire home/apt',69,44796,3.13,2,30,37,0.143959,8.358232,4.80428,191
'Private room',76,44537,3.36,1,0,16,0.286417,9.835716,9.063661,54
'Entire home/apt',37,44810,1.82,2,290,31,0.135764,4.650445,4.585908,226
'Entire home/apt',0,44880,0,1,249,0,0.29161,10.900416,11.613154,69
'Private room',2,44542,0.2,17,0,2,0.282447,3.893835,3.45519,32
'Entire home/apt',2,44748,0.24,1,340,2,0.727021,5.142829,8.039248,128
'Entire home/apt',0,44880,0,1,0,0,0.031895,7.27292,1.511726,590
'Private room',38,44794,1.77,4,88,17,3.633721,2.815024,14.47168,55
'Private room',1,44196,0.05,288,204,0,0.229422,9.5289,6.118392,38
'Private room',1,44651,0.19,288,265,1,0.199068,9.798186,9.091052,30
'Private room',0,44880,0,2,0,0,0.110717,6.687698,0.508686,160
'Private room',88,44782,3.96,3,49,43,0.485359,2.304613,4.048024,73
'Private room',60,44793,2.68,3,62,21,0.47837,2.256691,4.086913,61
'Entire home/apt',7,44193,0.32,1,0,0,0.46358,6.79335,3.389155,155
'Private room',1,44166,0.05,288,259,0,0.320056,9.609059,7.330496,31
'Private room',0,44880,0,1,0,0,0.149022,6.691654,3.919425,50
'Private room',0,44880,0,1,0,0,0.336473,6.829331,4.90499,60
'Private room',8,44563,0.61,4,0,6,0.170107,3.004789,6.719229,42
'Entire home/apt',27,44794,1.19,1,176,12,0.15801,7.353808,7.818193,225
'Entire home/apt',51,44768,2.3,6,285,23,3.117435,6.157346,10.107997,245
'Private room',0,44880,0,1,0,0,0.197951,10.686295,10.222748,35
'Private room',0,44880,0,288,314,0,0.268262,9.272581,7.034557,39
'Entire home/apt',5,44408,0.24,1,0,0,0.277184,5.653713,0.907292,100
'Entire home/apt',26,44777,1.19,2,73,25,0.258283,4.589621,4.338924,121
'Entire home/apt',75,44796,3.65,1,108,49,0.313504,7.702779,5.372062,272
'Private room',15,44665,0.69,1,0,11,0.010946,5.401062,4.735813,68
'Private room',34,44796,1.5,3,79,17,0.057987,5.409495,3.331001,117
'Private room',4,44746,0.26,158,126,3,0.372081,2.775768,5.081384,226
'Entire home/apt',49,44805,2.21,2,69,29,0.070695,1.884008,6.388861,160
'Entire home/apt',0,44880,0,1,0,0,0.25376,8.250189,4.399317,250
'Entire home/apt',122,44802,5.45,1,362,54,0.266247,6.869684,10.605162,130
'Entire home/apt',29,44802,1.84,2,281,21,0.252747,4.734939,4.725046,180
'Entire home/apt',21,44807,0.95,2,130,14,0.121596,9.081261,8.86485,133
'Entire home/apt',22,44787,1.39,1,106,15,0.091146,7.368707,6.136649,137
'Private room',0,44880,0,3,365,0,2.736222,2.00676,13.063153,80
'Entire home/apt',6,44804,0.4,2,180,5,0.241436,7.347633,1.714327,586
'Private room',45,44788,2.03,4,5,28,0.366486,9.536862,7.73513,59
'Entire home/apt',5,44805,5,1,271,5,0.647929,1.356207,6.722386,109
'Private room',1,44377,0.07,28,310,0,0.29748,4.91992,7.341919,65
'Private room',0,44880,0,175,0,0,0.371134,2.66229,3.735185,36
'Entire home/apt',87,44793,3.94,1,54,46,0.148069,7.796648,2.07833,532
'Entire home/apt',27,44810,1.66,2,307,20,0.225343,4.737237,4.561823,180
'Entire home/apt',0,44880,0,1,0,0,0.121706,6.96472,0.973368,2200
'Entire home/apt',0,44880,0,4,250,0,0.385761,4.922078,1.385342,240
'Private room',72,44773,3.25,101,108,15,0.189572,8.780656,3.760893,407
'Entire home/apt',2,44264,0.1,2,0,0,0.03025,9.352222,6.752633,70
'Private room',44,44760,1.97,8,248,14,0.13841,4.838774,3.988917,95
'Private room',0,44880,0,8,253,0,0.251881,9.854927,6.274469,65
'Entire home/apt',35,44679,1.82,6,330,20,0.49368,7.251174,5.292772,595
'Entire home/apt',7,44723,0.4,1,121,2,0.163868,7.279389,2.416352,449
'Private room',0,44880,0,7,59,0,1.330933,0.637665,6.453888,99
'Entire home/apt',8,44809,0.36,1,66,5,0.503234,3.004044,15.08224,103
'Private room',10,44730,0.54,2,289,9,0.037263,7.37462,2.400335,185
'Entire home/apt',1,44702,0.27,453,325,1,0.119366,5.540622,3.086006,323
'Entire home/apt',0,44880,0,453,0,0,0.119366,5.540622,3.086006,590
'Entire home/apt',2,44427,0.1,453,0,0,0.119366,5.540622,3.086006,541
'Entire home/apt',4,44511,0.18,1,0,2,0.136045,9.395031,7.51704,120
'Private room',1,44784,1,1,0,1,0.244785,9.624411,7.293005,57
'Entire home/apt',34,44791,1.63,2,258,31,0.155414,4.670136,4.588023,197
'Private room',5,44796,0.22,158,61,3,0.233566,2.697321,4.975137,39
'Entire home/apt',1,44286,0.06,83,365,0,0.151297,5.988083,0.780337,185
'Entire home/apt',4,44481,0.19,83,365,1,0.151297,5.988083,0.780337,185
'Entire home/apt',6,44797,0.3,83,341,4,0.151297,5.988083,0.780337,185
'Entire home/apt',1,44366,0.07,83,365,0,0.151297,5.988083,0.780337,185
'Entire home/apt',0,44880,0,83,365,0,0.151297,5.988083,0.780337,185
'Entire home/apt',0,44880,0,83,365,0,0.151297,5.988083,0.780337,185
'Entire home/apt',0,44880,0,83,365,0,0.151297,5.988083,0.780337,185
'Entire home/apt',2,44386,0.12,83,365,0,0.105327,5.935026,0.772629,175
'Entire home/apt',1,44166,0.05,1,0,0,0.188388,6.425806,6.988493,80
'Entire home/apt',5,44564,0.29,1,129,4,3.610978,2.01193,14.082979,190
'Entire home/apt',24,44808,1.47,1,0,15,0.164966,6.86644,6.247369,263
'Private room',0,44880,0,1,0,0,0.445857,4.286491,2.045998,55
'Private room',0,44880,0,1,0,0,0.163655,6.522277,1.184854,69
'Entire home/apt',33,44749,1.5,1,23,12,0.193815,9.753533,6.20735,396
'Entire home/apt',10,44798,0.51,83,280,5,0.192948,6.049994,0.767834,175
'Entire home/apt',1,44416,0.08,83,365,0,0.151297,5.988083,0.780337,175
'Entire home/apt',1,44227,0.05,83,365,0,0.075971,5.943969,0.73989,175
'Entire home/apt',1,44200,0.05,83,365,0,0.120095,5.914369,0.795719,175
'Entire home/apt',2,44255,0.09,83,365,0,0.103329,5.914496,0.780639,175
'Private room',3,44783,0.16,2,156,1,0.215711,8.115282,6.9081,52
'Entire home/apt',10,44778,0.49,1,68,7,0.30677,8.029316,2.153285,220
'Private room',0,44880,0,158,0,0,0.128904,2.687183,6.13812,28
'Entire home/apt',23,44794,1.46,2,73,22,0.18464,4.563991,4.407853,116
'Entire home/apt',3,44415,0.14,1,0,0,0.231022,5.707366,2.461658,127
'Entire home/apt',4,44422,0.19,7,90,0,0.19728,5.741569,0.67711,425
'Private room',0,44880,0,7,341,0,0.187127,7.632708,5.740264,70
'Private room',4,44743,0.25,5,307,3,0.169691,7.885554,5.422786,82
'Entire home/apt',4,44746,0.2,1,6,2,0.20065,6.168122,4.167984,180
'Private room',6,44744,0.4,1,120,5,0.062712,6.586045,3.998628,100
'Entire home/apt',0,44880,0,2,0,0,0.118036,6.928876,1.46399,89
'Entire home/apt',2,44801,1.58,1,297,2,0.105591,7.249481,6.570154,299
'Private room',38,44807,2.6,5,0,33,0.377807,7.628751,6.833406,85
'Private room',0,44880,0,2,249,0,0.318467,2.800551,4.917595,35
'Private room',0,44880,0,1,0,0,0.25374,6.556335,0.354718,80
'Private room',0,44880,0,1,0,0,0.503618,7.50445,9.304359,29
'Entire home/apt',0,44880,0,453,339,0,0.110335,6.073791,0.492837,358
'Entire home/apt',0,44880,0,453,355,0,0.119366,5.540622,3.086006,570
'Entire home/apt',3,44796,2.37,1,45,3,0.80685,8.59344,7.56367,214
'Entire home/apt',0,44880,0,3,0,0,0.205988,5.723321,0.84954,1999
'Entire home/apt',35,44690,1.66,15,132,17,0.494565,6.7422,0.647447,105
'Entire home/apt',5,44773,0.39,1,40,4,0.283881,7.028251,2.065876,125
'Private room',1,44406,0.07,157,0,0,0.311949,1.706519,5.888002,23
'Entire home/apt',20,44788,1.26,15,160,14,0.493141,6.693888,0.694984,125
'Entire home/apt',5,44712,0.48,15,151,5,0.375871,6.608495,0.573513,140
'Entire home/apt',4,44795,0.18,1,65,2,0.342182,6.784942,4.948623,150
'Entire home/apt',8,44717,0.61,1,5,7,0.417362,7.576865,4.559381,225
'Entire home/apt',4,44718,0.19,1,3,3,0.3833,6.947208,2.257474,200
'Private room',0,44880,0,175,0,0,0.354573,2.783657,5.040056,36
'Private room',43,44792,2.26,2,1,32,0.23503,6.503303,0.327733,147
'Private room',4,44800,0.92,3,329,4,0.362444,8.218294,10.543667,72
'Entire home/apt',18,44763,1.14,1,58,17,0.537732,6.841844,3.352596,440
'Private room',0,44880,0,1,0,0,0.218302,7.846292,5.437752,350
'Entire home/apt',0,44880,0,453,0,0,0.02783,6.213731,0.16351,510
'Entire home/apt',29,44782,1.57,2,138,22,0.180842,5.232639,9.501597,201
'Private room',4,44738,0.18,8,259,1,0.366902,7.113654,2.479613,179
'Hotel room',0,44880,0,1,0,0,0.017891,6.258333,0.301547,0
'Private room',0,44880,0,1,0,0,0.233282,5.503809,8.424428,50
'Entire home/apt',1,44420,0.08,131,325,0,0.081948,7.398471,1.406778,289
'Entire home/apt',1,44704,0.28,3,253,1,0.225073,4.944276,1.383517,399
'Entire home/apt',4,44716,0.25,37,249,2,0.176816,4.802558,3.430229,173
'Entire home/apt',30,44810,1.91,1,142,20,0.339938,9.630905,7.372058,177
'Entire home/apt',0,44880,0,73,311,0,0.127709,4.235508,2.421836,355
'Entire home/apt',2,44653,0.14,73,342,1,0.10335,4.24867,2.314527,320
'Entire home/apt',5,44772,0.91,1,7,5,0.15601,6.371263,0.071773,250
'Entire home/apt',69,44787,3.03,2,356,37,2.010743,3.65397,13.155314,129
'Entire home/apt',5,44778,0.37,3,338,4,0.181721,4.217397,3.230261,145
'Entire home/apt',129,44792,5.67,5,48,55,0.401538,7.213671,5.201496,189
'Hotel room',161,44794,8.15,1,0,76,0.036968,7.723863,2.680903,0
'Entire home/apt',2,44255,0.1,1,0,0,0.096429,7.816456,1.988886,140
'Entire home/apt',245,44805,11.07,6,327,130,0.118077,7.192941,1.367126,204
'Private room',0,44880,0,288,341,0,0.204277,9.20976,7.054301,38
'Private room',20,44732,0.89,8,248,10,0.169043,4.769229,4.066517,90
'Private room',1,44184,0.05,1,333,0,0.493351,7.236944,5.290086,50
'Private room',0,44880,0,2,0,0,0.103715,10.12206,7.853153,189
'Entire home/apt',2,44192,0.09,1,0,0,0.287199,6.755542,4.98599,165
'Entire home/apt',1,44422,0.08,109,265,0,0.236374,6.372412,0.529007,115
'Shared room',1,44130,0.04,1,0,0,0.157157,4.255691,2.473431,48
'Private room',2,44773,0.1,1,17,1,0.506931,6.745847,3.316202,130
'Entire home/apt',0,44880,0,25,101,0,0.181603,5.750302,0.745966,643
'Private room',56,44809,2.49,1,43,38,0.132726,8.651607,3.601568,115
'Entire home/apt',8,44801,0.65,1,13,7,0.133133,8.054428,2.536351,399
'Private room',7,44796,0.32,111,280,4,0.276558,3.023015,4.372719,50
'Entire home/apt',2,44542,0.2,2,349,2,0.249595,7.64539,2.154245,457
'Entire home/apt',11,44361,0.51,1,0,0,0.21701,6.551551,8.052,70
'Private room',1,44166,0.05,288,263,0,0.267113,9.475751,6.073196,35
'Private room',1,44347,0.06,288,274,0,0.117822,6.548357,5.894167,24
'Private room',1,44180,0.05,1,0,0,0.232131,6.956893,6.52275,65
'Private room',1,44224,0.05,2,0,0,0.29073,8.218234,7.030988,40
'Entire home/apt',48,44809,2.22,1,144,31,0.844102,1.500887,5.308471,339
'Private room',5,44437,0.24,9,321,0,0.284492,6.878137,4.904533,180
'Private room',3,44465,0.13,9,321,1,0.306162,6.884579,4.935958,170
'Private room',2,44653,0.09,9,327,1,0.299245,6.900554,4.945502,170
'Entire home/apt',1,44439,0.08,1,0,0,0.475526,7.001455,2.433291,125
'Private room',0,44880,0,1,0,0,0.140342,7.629627,2.50679,40
'Private room',0,44880,0,1,0,0,0.719175,7.846143,11.834871,69
'Entire home/apt',152,44809,7.76,1,0,77,0.238979,5.003905,4.863095,119
'Private room',3,44609,0.16,175,0,2,0.26404,1.73468,5.981636,50
'Private room',1,44292,0.06,157,0,0,0.208559,1.828021,5.86973,25
'Entire home/apt',4,44773,0.32,7,274,3,0.148752,7.877777,2.056216,149
'Entire home/apt',0,44880,0,1,81,0,0.157551,7.686639,1.818768,699
'Private room',0,44880,0,10,31,0,0.534966,7.166678,5.30924,51
'Private room',0,44880,0,10,24,0,0.502268,7.243042,5.299359,51
'Private room',30,44759,1.68,5,345,19,0.163201,11.296653,9.981406,65
'Private room',1,44439,0.08,10,31,0,0.510537,7.11966,5.271209,51
'Entire home/apt',12,44780,0.59,2,0,8,0.238057,4.712664,4.461675,500
'Entire home/apt',0,44880,0,1,0,0,0.514602,5.376486,3.446768,91
'Entire home/apt',1,44138,0.04,1,0,0,3.301877,7.239512,11.835084,100
'Entire home/apt',44,44803,1.99,1,49,26,0.827159,5.32593,8.704888,131
'Private room',0,44880,0,175,0,0,0.325571,3.950134,3.39631,33
'Private room',2,44296,0.09,1,0,0,0.144989,6.090878,5.193215,45
'Entire home/apt',1,44243,0.05,1,0,0,0.247902,8.078245,4.781279,135
'Entire home/apt',215,44809,9.77,1,158,76,1.97692,4.715712,13.423143,145
'Entire home/apt',24,44488,1.21,1,0,6,0.126908,5.972164,4.106352,105
'Entire home/apt',57,44798,3.4,2,0,37,0.265794,9.337167,5.579167,226
'Entire home/apt',11,44737,0.64,7,172,6,0.195254,3.924197,2.680048,375
'Entire home/apt',11,44771,0.5,1,326,8,0.198095,3.866413,3.823039,190
'Entire home/apt',0,44880,0,3,0,0,0.228905,5.654805,0.799901,499
'Entire home/apt',8,44766,0.58,3,334,6,0.026616,9.748963,7.236646,200
'Entire home/apt',0,44880,0,1,0,0,0.027082,9.47687,5.414332,120
'Entire home/apt',17,44533,0.79,3,190,4,2.162408,2.486003,12.575354,263
'Entire home/apt',9,44465,0.4,1,0,1,0.147152,9.602039,7.076055,275
'Entire home/apt',0,44880,0,1,0,0,0.523873,7.360857,3.108576,130
'Private room',1,44227,0.05,3,0,0,0.421097,5.348556,10.658394,88
'Private room',7,44742,0.44,1,226,5,0.236642,4.376185,1.937811,75
'Entire home/apt',314,44796,14.83,71,317,146,0.159198,8.375084,3.942176,431
'Private room',53,44800,2.45,1,85,33,0.255886,3.819311,3.667066,94
'Private room',3,44181,0.13,1,0,0,0.101809,9.934903,7.440929,42
'Entire home/apt',3,44440,0.16,1,21,0,0.239403,9.46872,5.919891,167
'Private room',0,44880,0,1,0,0,0.131317,6.421429,4.344255,70
'Entire home/apt',19,44789,0.87,5,278,8,0.268546,6.977973,6.340919,110
'Private room',78,44768,3.61,2,74,38,0.298375,3.071161,16.731101,69
'Hotel room',5,44725,0.45,1,0,5,0.280082,6.022221,2.971533,0
'Entire home/apt',68,44794,3.58,1,135,30,0.067747,8.523099,5.992359,199
'Private room',3,44713,0.17,157,0,2,0.229577,2.690015,4.981751,36
'Private room',28,44808,2.23,1,71,27,0.036567,4.778062,5.2626,95
'Entire home/apt',2,44199,0.1,1,0,0,0.214522,5.206331,4.976106,69
'Entire home/apt',8,44289,0.36,158,0,0,0.391138,2.777984,5.107413,79
'Entire home/apt',18,44766,0.82,53,51,6,0.003986,7.692878,2.641959,200
